     342.       4.     2.00
     343.       9.     3.00
     344.       9.     3.00
     345.       3.     1.73
     346.       8.     2.83
     347.       7.     2.65
     348.       2.     1.41
     349.      12.     3.46
     350.       3.     1.73
     351.       6.     2.45
     352.       8.     2.83
     353.       9.     3.00
     354.       5.     2.24
     355.      13.     3.61
     356.       5.     2.24
     357.       9.     3.00
     358.       5.     2.24
     359.      11.     3.32
     360.       4.     2.00
     361.      11.     3.32
     362.       8.     2.83
     363.       7.     2.65
     364.       4.     2.00
     365.       5.     2.24
     366.       3.     1.73
     367.       7.     2.65
     368.       6.     2.45
     369.       3.     1.73
     370.       3.     1.73
     371.       7.     2.65
     372.       5.     2.24
     373.       2.     1.41
     374.       3.     1.73
     375.       3.     1.73
     376.      11.     3.32
     377.       7.     2.65
     378.       5.     2.24
     379.      10.     3.16
     380.      10.     3.16
     381.       7.     2.65
     382.       8.     2.83
     383.       8.     2.83
     384.      11.     3.32
     385.       7.     2.65
     386.      15.     3.87
     387.       9.     3.00
     388.       8.     2.83
     389.      12.     3.46
     390.       5.     2.24
     391.      17.     4.12
     392.      10.     3.16
     393.      16.     4.00
     394.      17.     4.12
     395.      15.     3.87
     396.      12.     3.46
     397.      14.     3.74
     398.      14.     3.74
     399.      12.     3.46
     400.      10.     3.16
     401.      17.     4.12
     402.      10.     3.16
     403.      11.     3.32
     404.      18.     4.24
     405.       9.     3.00
     406.      10.     3.16
     407.       7.     2.65
     408.      10.     3.16
     409.       7.     2.65
     410.      11.     3.32
     411.      13.     3.61
     412.      12.     3.46
     413.      11.     3.32
     414.       9.     3.00
     415.       4.     2.00
     416.       4.     2.00
     417.      12.     3.46
     418.       8.     2.83
     419.       9.     3.00
     420.       6.     2.45
     421.       4.     2.00
     422.      11.     3.32
     423.       8.     2.83
     424.       8.     2.83
     425.       3.     1.73
     426.       6.     2.45
     427.       2.     1.41
     428.       6.     2.45
     429.       4.     2.00
     430.       4.     2.00
     431.       8.     2.83
     432.       5.     2.24
     433.       6.     2.45
     434.       2.     1.41
     435.       5.     2.24
     436.       3.     1.73
     437.       8.     2.83
     438.      10.     3.16
     439.       5.     2.24
     440.       1.     1.00
     441.       1.     1.00
     442.       5.     2.24
     443.       4.     2.00
     444.      11.     3.32
     445.       7.     2.65
     446.       3.     1.73
     447.       3.     1.73
     448.       2.     1.41
     449.       2.     1.41
     450.       4.     2.00
     451.       3.     1.73
     452.       2.     1.41
     453.       5.     2.24
     454.       7.     2.65
     455.       0.     0.00
     456.       3.     1.73
     457.       4.     2.00
     458.       4.     2.00
     459.       5.     2.24
     460.       4.     2.00
     461.       1.     1.00
     462.       5.     2.24
     463.       8.     2.83
     464.       5.     2.24
     465.       3.     1.73
     466.       9.     3.00
     467.       2.     1.41
     468.       6.     2.45
     469.       6.     2.45
     470.       4.     2.00
     471.       4.     2.00
     472.       0.     0.00
     473.       2.     1.41
     474.       2.     1.41
     475.       8.     2.83
     476.       5.     2.24
     477.       3.     1.73
     478.       2.     1.41
     479.       4.     2.00
     480.       2.     1.41
     481.       1.     1.00
     482.       8.     2.83
     483.       5.     2.24
     484.       2.     1.41
     485.       2.     1.41
     486.      12.     3.46
     487.       2.     1.41
     488.       4.     2.00
     489.       2.     1.41
     490.       4.     2.00
     491.       3.     1.73
     492.       6.     2.45
     493.       4.     2.00
     494.       4.     2.00
     495.       7.     2.65
     496.       3.     1.73
     497.       5.     2.24
     498.       5.     2.24
     499.       8.     2.83
     500.       6.     2.45
     501.       4.     2.00
     502.       5.     2.24
     503.       2.     1.41
     504.       5.     2.24
     505.       4.     2.00
     506.       5.     2.24
     507.       4.     2.00
     508.       7.     2.65
     509.       0.     0.00
     510.       3.     1.73
     511.       5.     2.24
     512.       5.     2.24
     513.       2.     1.41
     514.       4.     2.00
     515.       6.     2.45
     516.       4.     2.00
     517.       4.     2.00
     518.       3.     1.73
     519.       6.     2.45
     520.       1.     1.00
     521.       2.     1.41
     522.       3.     1.73
     523.       2.     1.41
     524.       5.     2.24
     525.       8.     2.83
     526.       3.     1.73
     527.       2.     1.41
     528.       4.     2.00
     529.       3.     1.73
     530.       4.     2.00
     531.       5.     2.24
     532.       7.     2.65
     533.       3.     1.73
     534.       4.     2.00
     535.       1.     1.00
     536.       5.     2.24
     537.       5.     2.24
     538.       8.     2.83
     539.       4.     2.00
     540.       2.     1.41
     541.       6.     2.45
     542.       6.     2.45
     543.       6.     2.45
     544.       6.     2.45
     545.       2.     1.41
     546.       7.     2.65
     547.       5.     2.24
     548.       7.     2.65
     549.       3.     1.73
     550.       3.     1.73
     551.       6.     2.45
     552.       2.     1.41
     553.       1.     1.00
     554.       1.     1.00
     555.       8.     2.83
     556.       5.     2.24
     557.       3.     1.73
     558.       8.     2.83
     559.       6.     2.45
     560.       4.     2.00
     561.       4.     2.00
     562.       3.     1.73
     563.       1.     1.00
     564.       8.     2.83
     565.      10.     3.16
     566.       3.     1.73
     567.       4.     2.00
     568.       3.     1.73
     569.       4.     2.00
     570.       4.     2.00
     571.       5.     2.24
     572.       2.     1.41
     573.       2.     1.41
     574.       4.     2.00
     575.       5.     2.24
     576.       1.     1.00
     577.       2.     1.41
     578.       0.     0.00
     579.       4.     2.00
     580.       0.     0.00
     581.       5.     2.24
     582.       4.     2.00
     583.       4.     2.00
     584.       4.     2.00
     585.       2.     1.41
     586.       2.     1.41
     587.       2.     1.41
     588.       0.     0.00
     589.       3.     1.73
     590.       2.     1.41
     591.       4.     2.00
     592.       1.     1.00
     593.       1.     1.00
     594.       2.     1.41
     595.       4.     2.00
     596.       2.     1.41
     597.       0.     0.00
     598.       2.     1.41
     599.       5.     2.24
     600.       2.     1.41
     601.       6.     2.45
     602.       4.     2.00
     603.       2.     1.41
     604.       4.     2.00
     605.       4.     2.00
     606.       3.     1.73
     607.       7.     2.65
     608.       3.     1.73
     609.       2.     1.41
     610.       1.     1.00
     611.       7.     2.65
     612.       9.     3.00
     613.       4.     2.00
     614.       5.     2.24
     615.       3.     1.73
     616.       3.     1.73
     617.       3.     1.73
     618.       2.     1.41
     619.       7.     2.65
     620.       4.     2.00
     621.       6.     2.45
     622.       7.     2.65
     623.       5.     2.24
     624.       5.     2.24
     625.       5.     2.24
     626.       2.     1.41
     627.       3.     1.73
     628.       6.     2.45
     629.       1.     1.00
     630.       3.     1.73
     631.       1.     1.00
     632.       3.     1.73
     633.       1.     1.00
     634.       4.     2.00
     635.       0.     0.00
     636.       3.     1.73
     637.       3.     1.73
     638.       4.     2.00
     639.       2.     1.41
     640.       2.     1.41
     641.       2.     1.41
     642.       6.     2.45
     643.       2.     1.41
     644.       2.     1.41
     645.       4.     2.00
     646.       1.     1.00
     647.       1.     1.00
     648.       0.     0.00
     649.       5.     2.24
     650.       3.     1.73
     651.       2.     1.41
     652.       1.     1.00
     653.       2.     1.41
     654.       4.     2.00
     655.       7.     2.65
     656.       2.     1.41
     657.       5.     2.24
     658.       5.     2.24
     659.       1.     1.00
     660.       3.     1.73
     661.       4.     2.00
     662.       1.     1.00
     663.       6.     2.45
     664.       5.     2.24
     665.       4.     2.00
     666.       1.     1.00
     667.       4.     2.00
     668.       3.     1.73
     669.       3.     1.73
     670.       1.     1.00
     671.       3.     1.73
     672.       3.     1.73
     673.       3.     1.73
     674.       6.     2.45
     675.       2.     1.41
     676.       3.     1.73
     677.       4.     2.00
     678.       3.     1.73
     679.       1.     1.00
     680.       3.     1.73
     681.       2.     1.41
     682.       3.     1.73
     683.       5.     2.24
     684.       2.     1.41
     685.       4.     2.00
     686.       0.     0.00
     687.       2.     1.41
     688.       2.     1.41
     689.       0.     0.00
     690.       6.     2.45
     691.       5.     2.24
     692.       2.     1.41
     693.       2.     1.41
     694.       4.     2.00
     695.       5.     2.24
     696.       4.     2.00
     697.       4.     2.00
     698.       3.     1.73
     699.       3.     1.73
     700.       2.     1.41
     701.       3.     1.73
     702.       3.     1.73
     703.       0.     0.00
     704.       4.     2.00
     705.       3.     1.73
     706.       2.     1.41
     707.       3.     1.73
     708.       3.     1.73
     709.       1.     1.00
     710.       3.     1.73
     711.       3.     1.73
     712.       5.     2.24
     713.       3.     1.73
     714.       4.     2.00
     715.       1.     1.00
     716.       0.     0.00
     717.       4.     2.00
     718.       3.     1.73
     719.       1.     1.00
     720.       3.     1.73
     721.       4.     2.00
     722.       4.     2.00
     723.       4.     2.00
     724.       3.     1.73
     725.       4.     2.00
     726.       3.     1.73
     727.       3.     1.73
     728.       2.     1.41
     729.       2.     1.41
     730.       5.     2.24
     731.       1.     1.00
     732.       3.     1.73
     733.       1.     1.00
     734.       2.     1.41
     735.       2.     1.41
     736.       1.     1.00
     737.       5.     2.24
     738.       3.     1.73
     739.       7.     2.65
     740.       4.     2.00
     741.       3.     1.73
     742.       1.     1.00
     743.       8.     2.83
     744.       2.     1.41
     745.       4.     2.00
     746.       2.     1.41
     747.       5.     2.24
     748.       3.     1.73
     749.       3.     1.73
     750.       3.     1.73
     751.       3.     1.73
     752.       2.     1.41
     753.       0.     0.00
     754.       3.     1.73
     755.       3.     1.73
     756.       1.     1.00
     757.       2.     1.41
     758.       5.     2.24
     759.       2.     1.41
     760.       3.     1.73
     761.       1.     1.00
     762.       1.     1.00
     763.       5.     2.24
     764.       4.     2.00
     765.       5.     2.24
     766.       2.     1.41
     767.       2.     1.41
     768.       2.     1.41
     769.       2.     1.41
     770.       4.     2.00
     771.       6.     2.45
     772.       5.     2.24
     773.       3.     1.73
     774.       2.     1.41
     775.       2.     1.41
     776.       2.     1.41
     777.       3.     1.73
     778.       3.     1.73
     779.       1.     1.00
     780.       2.     1.41
     781.       3.     1.73
     782.       2.     1.41
     783.       1.     1.00
     784.       2.     1.41
     785.       1.     1.00
     786.       1.     1.00
     787.       1.     1.00
     788.       1.     1.00
     789.       0.     0.00
     790.       3.     1.73
     791.       2.     1.41
     792.       2.     1.41
     793.       3.     1.73
     794.       2.     1.41
     795.       5.     2.24
     796.       2.     1.41
     797.       1.     1.00
     798.       0.     0.00
     799.       4.     2.00
     800.       0.     0.00
     801.       2.     1.41
     802.       4.     2.00
     803.       1.     1.00
     804.       2.     1.41
     805.       2.     1.41
     806.       1.     1.00
     807.       5.     2.24
     808.       1.     1.00
     809.       2.     1.41
     810.       1.     1.00
     811.       3.     1.73
     812.       3.     1.73
     813.       1.     1.00
     814.       0.     0.00
     815.       7.     2.65
     816.       1.     1.00
     817.       2.     1.41
     818.       2.     1.41
     819.       3.     1.73
     820.       1.     1.00
     821.       5.     2.24
     822.       3.     1.73
     823.       2.     1.41
     824.       1.     1.00
     825.       3.     1.73
     826.       3.     1.73
     827.       1.     1.00
     828.       2.     1.41
     829.       4.     2.00
     830.       4.     2.00
     831.       1.     1.00
     832.       2.     1.41
     833.       3.     1.73
     834.       4.     2.00
     835.       2.     1.41
     836.       0.     0.00
     837.       1.     1.00
     838.       2.     1.41
     839.       1.     1.00
     840.       1.     1.00
     841.       2.     1.41
     842.       2.     1.41
     843.       1.     1.00
     844.       2.     1.41
     845.       3.     1.73
     846.       3.     1.73
     847.       3.     1.73
     848.       2.     1.41
     849.       0.     0.00
     850.       1.     1.00
     851.       0.     0.00
     852.       5.     2.24
     853.       2.     1.41
     854.       1.     1.00
     855.       0.     0.00
     856.       0.     0.00
     857.       3.     1.73
     858.       1.     1.00
     859.       1.     1.00
     860.       5.     2.24
     861.       0.     0.00
     862.       0.     0.00
     863.       1.     1.00
     864.       1.     1.00
     865.       2.     1.41
     866.       3.     1.73
     867.       0.     0.00
     868.       2.     1.41
     869.       1.     1.00
     870.       2.     1.41
     871.       2.     1.41
     872.       4.     2.00
     873.       1.     1.00
     874.       1.     1.00
     875.       2.     1.41
     876.       1.     1.00
     877.       2.     1.41
     878.       2.     1.41
     879.       1.     1.00
     880.       1.     1.00
     881.       2.     1.41
     882.       3.     1.73
     883.       2.     1.41
     884.       1.     1.00
     885.       2.     1.41
     886.       1.     1.00
     887.       2.     1.41
     888.       1.     1.00
     889.       4.     2.00
     890.       2.     1.41
     891.       1.     1.00
     892.       1.     1.00
     893.       2.     1.41
     894.       1.     1.00
     895.       3.     1.73
     896.       3.     1.73
     897.       3.     1.73
     898.       2.     1.41
     899.       0.     0.00
     900.       3.     1.73
     901.       0.     0.00
     902.       2.     1.41
     903.       2.     1.41
     904.       1.     1.00
     905.       5.     2.24
     906.       2.     1.41
     907.       1.     1.00
     908.       0.     0.00
     909.       3.     1.73
     910.       3.     1.73
     911.       2.     1.41
     912.       1.     1.00
     913.       3.     1.73
     914.       1.     1.00
     915.       0.     0.00
     916.       2.     1.41
     917.       4.     2.00
     918.       3.     1.73
     919.       0.     0.00
     920.       2.     1.41
     921.       0.     0.00
     922.       1.     1.00
     923.       2.     1.41
     924.       3.     1.73
     925.       1.     1.00
     926.       4.     2.00
     927.       0.     0.00
     928.       0.     0.00
     929.       1.     1.00
     930.       4.     2.00
     931.       0.     0.00
     932.       2.     1.41
     933.       2.     1.41
     934.       4.     2.00
     935.       5.     2.24
     936.       1.     1.00
     937.       2.     1.41
     938.       4.     2.00
     939.       0.     0.00
     940.       1.     1.00
     941.       1.     1.00
     942.       4.     2.00
     943.       1.     1.00
     944.       0.     0.00
     945.       4.     2.00
     946.       2.     1.41
     947.       3.     1.73
     948.       4.     2.00
     949.       2.     1.41
     950.       3.     1.73
     951.       1.     1.00
     952.       1.     1.00
     953.       1.     1.00
     954.       2.     1.41
     955.       1.     1.00
     956.       3.     1.73
     957.       0.     0.00
     958.       5.     2.24
     959.       2.     1.41
     960.       0.     0.00
     961.       4.     2.00
     962.       6.     2.45
     963.       1.     1.00
     964.       3.     1.73
     965.       3.     1.73
     966.       1.     1.00
     967.       4.     2.00
     968.       3.     1.73
     969.       7.     2.65
     970.       3.     1.73
     971.       3.     1.73
     972.       1.     1.00
     973.       3.     1.73
     974.       1.     1.00
     975.       2.     1.41
     976.       1.     1.00
     977.       3.     1.73
     978.       1.     1.00
     979.       2.     1.41
     980.       4.     2.00
     981.       1.     1.00
     982.       0.     0.00
     983.       1.     1.00
     984.       2.     1.41
     985.       2.     1.41
     986.       1.     1.00
     987.       1.     1.00
     988.       2.     1.41
     989.       1.     1.00
     990.       2.     1.41
     991.       0.     0.00
     992.       0.     0.00
     993.       1.     1.00
     994.       4.     2.00
     995.       3.     1.73
     996.       0.     0.00
     997.       1.     1.00
     998.       0.     0.00
     999.       1.     1.00
    1000.       1.     1.00
    1001.       3.     1.73
    1002.       1.     1.00
    1003.       1.     1.00
    1004.       0.     0.00
    1005.       2.     1.41
    1006.       0.     0.00
    1007.       2.     1.41
    1008.       2.     1.41
    1009.       2.     1.41
    1010.       2.     1.41
    1011.       2.     1.41
    1012.       1.     1.00
    1013.       0.     0.00
    1014.       4.     2.00
    1015.       1.     1.00
    1016.       0.     0.00
    1017.       0.     0.00
    1018.       1.     1.00
    1019.       0.     0.00
    1020.       1.     1.00
    1021.       2.     1.41
    1022.       2.     1.41
    1023.       3.     1.73
    1024.       1.     1.00
    1025.       0.     0.00
    1026.       2.     1.41
    1027.       3.     1.73
    1028.       1.     1.00
    1029.       0.     0.00
    1030.       0.     0.00
    1031.       0.     0.00
    1032.       1.     1.00
    1033.       1.     1.00
    1034.       1.     1.00
    1035.       5.     2.24
    1036.       1.     1.00
    1037.       1.     1.00
    1038.       0.     0.00
    1039.       1.     1.00
    1040.       2.     1.41
    1041.       1.     1.00
    1042.       1.     1.00
    1043.       0.     0.00
    1044.       2.     1.41
    1045.       1.     1.00
    1046.       2.     1.41
    1047.       1.     1.00
    1048.       1.     1.00
    1049.       1.     1.00
    1050.       0.     0.00
    1051.       1.     1.00
    1052.       0.     0.00
    1053.       0.     0.00
    1054.       2.     1.41
    1055.       4.     2.00
    1056.       1.     1.00
    1057.       3.     1.73
    1058.       2.     1.41
    1059.       0.     0.00
    1060.       0.     0.00
    1061.       1.     1.00
    1062.       3.     1.73
    1063.       0.     0.00
    1064.       1.     1.00
    1065.       1.     1.00
    1066.       1.     1.00
    1067.       1.     1.00
    1068.       2.     1.41
    1069.       0.     0.00
    1070.       0.     0.00
    1071.       3.     1.73
    1072.       0.     0.00
    1073.       1.     1.00
    1074.       1.     1.00
    1075.       0.     0.00
    1076.       2.     1.41
    1077.       1.     1.00
    1078.       1.     1.00
    1079.       2.     1.41
    1080.       3.     1.73
    1081.       4.     2.00
    1082.       1.     1.00
    1083.       1.     1.00
    1084.       0.     0.00
    1085.       2.     1.41
    1086.       1.     1.00
    1087.       1.     1.00
    1088.       0.     0.00
    1089.       2.     1.41
    1090.       0.     0.00
    1091.       2.     1.41
    1092.       0.     0.00
    1093.       1.     1.00
    1094.       1.     1.00
    1095.       1.     1.00
    1096.       2.     1.41
    1097.       1.     1.00
    1098.       1.     1.00
    1099.       0.     0.00
    1100.       1.     1.00
    1101.       0.     0.00
    1102.       2.     1.41
    1103.       1.     1.00
    1104.       2.     1.41
    1105.       0.     0.00
    1106.       0.     0.00
    1107.       1.     1.00
    1108.       0.     0.00
    1109.       2.     1.41
    1110.       0.     0.00
    1111.       1.     1.00
    1112.       0.     0.00
    1113.       1.     1.00
    1114.       2.     1.41
    1115.       0.     0.00
    1116.       0.     0.00
    1117.       1.     1.00
    1118.       0.     0.00
    1119.       0.     0.00
    1120.       0.     0.00
    1121.       1.     1.00
    1122.       0.     0.00
    1123.       2.     1.41
    1124.       0.     0.00
    1125.       1.     1.00
    1126.       1.     1.00
    1127.       2.     1.41
    1128.       0.     0.00
    1129.       0.     0.00
    1130.       0.     0.00
    1131.       0.     0.00
    1132.       0.     0.00
    1133.       1.     1.00
    1134.       1.     1.00
    1135.       1.     1.00
    1136.       0.     0.00
    1137.       1.     1.00
    1138.       0.     0.00
    1139.       0.     0.00
    1140.       1.     1.00
    1141.       0.     0.00
    1142.       0.     0.00
    1143.       1.     1.00
    1144.       0.     0.00
    1145.       2.     1.41
    1146.       2.     1.41
    1147.       0.     0.00
    1148.       0.     0.00
    1149.       1.     1.00
    1150.       2.     1.41
    1151.       2.     1.41
    1152.       1.     1.00
    1153.       0.     0.00
    1154.       1.     1.00
    1155.       1.     1.00
    1156.       0.     0.00
    1157.       1.     1.00
    1158.       1.     1.00
    1159.       2.     1.41
    1160.       1.     1.00
    1161.       0.     0.00
    1162.       2.     1.41
    1163.       1.     1.00
    1164.       0.     0.00
    1165.       2.     1.41
    1166.       3.     1.73
    1167.       1.     1.00
    1168.       1.     1.00
    1169.       1.     1.00
    1170.       3.     1.73
    1171.       0.     0.00
    1172.       2.     1.41
    1173.       1.     1.00
    1174.       1.     1.00
    1175.       1.     1.00
    1176.       2.     1.41
    1177.       0.     0.00
    1178.       1.     1.00
    1179.       1.     1.00
    1180.       0.     0.00
    1181.       1.     1.00
    1182.       0.     0.00
    1183.       1.     1.00
    1184.       1.     1.00
    1185.       0.     0.00
    1186.       4.     2.00
    1187.       0.     0.00
    1188.       2.     1.41
    1189.       2.     1.41
    1190.       2.     1.41
    1191.       1.     1.00
    1192.       1.     1.00
    1193.       0.     0.00
    1194.       0.     0.00
    1195.       1.     1.00
    1196.       0.     0.00
    1197.       0.     0.00
    1198.       0.     0.00
    1199.       0.     0.00
    1200.       0.     0.00
    1201.       0.     0.00
    1202.       0.     0.00
    1203.       0.     0.00
    1204.       0.     0.00


