-1.100000000000000000e+01,8.866936234343330100e-06
-1.089949748743718594e+01,1.459112108553434151e-05
-1.079899497487437188e+01,2.270353634091511373e-05
-1.069849246231155782e+01,3.333148297215566663e-05
-1.059798994974874375e+01,4.595214207698780537e-05
-1.049748743718592969e+01,5.899104498854460573e-05
-1.039698492462311563e+01,6.951135638565424275e-05
-1.029648241206030157e+01,7.330093294203061526e-05
-1.019597989949748751e+01,6.586557090106487367e-05
-1.009547738693467345e+01,4.504569394926093579e-05
-9.994974874371859386e+00,1.611054846166586413e-05
-9.894472361809045324e+00,1.232563148077927459e-07
-9.793969849246231263e+00,4.595149513302811855e-05
-9.693467336683417201e+00,2.453634805947643585e-04
-9.592964824120603140e+00,7.491074193944483647e-04
-9.492462311557789079e+00,1.779797118532854602e-03
-9.391959798994975017e+00,3.635152641031685200e-03
-9.291457286432160956e+00,6.673342728520310560e-03
-9.190954773869346894e+00,1.127183866436620718e-02
-9.090452261306532833e+00,1.775348772390155511e-02
-8.989949748743718771e+00,2.627947874483568119e-02
-8.889447236180904710e+00,3.671891963677458709e-02
-8.788944723618090649e+00,4.851813743832975728e-02
-8.688442211055276587e+00,6.060720646760599239e-02
-8.587939698492462526e+00,7.139255532937868742e-02
-8.487437185929648464e+00,7.888747576479668289e-02
-8.386934673366834403e+00,8.102150590791767915e-02
-8.286432160804020342e+00,7.614119365925431371e-02
-8.185929648241206280e+00,6.366861350241576067e-02
-8.085427135678392219e+00,4.482569411661267017e-02
-7.984924623115578157e+00,2.327363400634904073e-02
-7.884422110552764096e+00,5.474300179803454763e-03
-7.783919597989950034e+00,5.732627312960566438e-04
-7.683417085427135973e+00,1.964747780878263461e-02
-7.582914572864321912e+00,7.426076865720698805e-02
-7.482412060301507850e+00,1.744189394221090650e-01
-7.381909547738693789e+00,3.261887339252423357e-01
-7.281407035175879727e+00,5.294017792482899054e-01
-7.180904522613065666e+00,7.759601959606261534e-01
-7.080402010050251604e+00,1.049253647479887697e+00
-6.979899497487436655e+00,1.325065219766084379e+00
-6.879396984924622593e+00,1.574091550336943701e+00
-6.778894472361808532e+00,1.765870424003654238e+00
-6.678391959798994471e+00,1.873565007812033389e+00
-6.577889447236180409e+00,1.878781559123563039e+00
-6.477386934673366348e+00,1.775474851926364339e+00
-6.376884422110552286e+00,1.572072993023431398e+00
-6.276381909547738225e+00,1.291235860737522501e+00
-6.175879396984924163e+00,9.671024423332594822e-01
-6.075376884422110102e+00,6.403907599591840416e-01
-5.974874371859296041e+00,3.521747384014198290e-01
-5.874371859296481979e+00,1.374648481978073267e-01
-5.773869346733667918e+00,1.978706440622045315e-02
